InChIKey,SMILES,Hepatotoxicity_target
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,1
HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1
NNJVILVZKWQKPM-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C,0
SZQIFWWUIBRPBZ-UHFFFAOYSA-N,CCN1C(=O)NC(c2ccccc2)C1=O,0
KNHUKKLJHYUCFP-UHFFFAOYSA-N,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1
RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1
OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,1
NPUKDXXFDDZOKR-UHFFFAOYSA-N,CCOC(=O)c1cncn1C(C)c1ccccc1,1
JXSJBGJIGXNWCI-UHFFFAOYSA-N,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0
IWRUDYQZPTVTPA-UHFFFAOYSA-N,CCOC(=O)CCCCCCCCC(C)c1ccccc1I,0
PCOBBVZJEWWZFR-UHFFFAOYSA-N,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,1
OUZWUKMCLIBBOG-UHFFFAOYSA-N,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,0
QJFSABGVXDWMIW-UHFFFAOYSA-N,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,1
QCWJONLQSHEGEJ-UHFFFAOYSA-N,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,0
HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1
FDKXTQMXEQVLRF-UHFFFAOYSA-N,CN(C)/N=N/c1[nH]cnc1C(N)=O,1
PNVNVHUZROJLTJ-UHFFFAOYSA-N,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1
DGAIEPBNLOQYER-UHFFFAOYSA-N,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0
FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,1
RWZVPVOZTJJMNU-UHFFFAOYSA-N,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,0
WNMJYKCGWZFFKR-UHFFFAOYSA-N,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,1
YASAKCUCGLMORW-UHFFFAOYSA-N,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,1
QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0
KSCFJBIXMNOVSH-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0
AAOVKJBEBIDNHE-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0
PMRYVIKBURPHAH-UHFFFAOYSA-N,Cn1cc[nH]c1=S,1
MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,1
RFKMCNOHBTXSMU-UHFFFAOYSA-N,COC(F)(F)C(Cl)Cl,1
OPXLLQIJSORQAM-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,1
QXKHYNVANLEOEG-UHFFFAOYSA-N,COc1c2occc2cc2ccc(=O)oc12,1
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1
DXGLGDHPHMLXJC-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2)c(O)c1,0
BFPSDSIWYFKGBC-UHFFFAOYSA-N,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,0
GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(O)COC(N)=O,1
IQPSEEYGBUAQFF-UHFFFAOYSA-N,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,1
AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1
RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,1
BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
ONKUMRGIYFNPJW-KIEAKMPYSA-N,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
OIRDTQYFTABQOQ-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1
JIVPVXMEBJLZRO-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,Cc1cc(C(=O)NNCc2ccccc2)no1,1
LGLFFNDHMLKUMI-UHFFFAOYSA-N,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
WEQAYVWKMWHEJO-UHFFFAOYSA-N,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,1
UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)c1nc(N(C)C)nc(N(C)C)n1,1
BYPFEZZEUUWMEJ-UHFFFAOYSA-N,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1
XSQUKJJJFZCRTK-UHFFFAOYSA-N,NC(N)=O,0
CUIHSIWYWATEQL-UHFFFAOYSA-N,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(C)=O,0
SYWHXTATXSMDSB-GSLJADNHSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
HAPOVYFOVVWLRS-UHFFFAOYSA-N,CCC1(C)CC(=O)NC1=O,1
AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1
VSNHCAURESNICA-UHFFFAOYSA-N,NC(=O)NO,1
CHQOEHPMXSHGCL-UHFFFAOYSA-N,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0
HSRJKNPTNIJEKV-UHFFFAOYSA-N,COc1ccccc1OCC(O)CO,0
XRCFXMGQEVUZFC-UHFFFAOYSA-N,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0
NBQNWMBBSKPBAY-UHFFFAOYSA-N,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0
BJOLKYGKSZKIGU-UHFFFAOYSA-N,CCOP(=O)(OCC)SCC[N+](C)(C)C,0
CYLWJCABXYDINA-UHFFFAOYSA-N,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,1
LKJPYSCBVHEWIU-UHFFFAOYSA-N,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1
LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,1
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0
JTPUMZTWMWIVPA-UHFFFAOYSA-O,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,0
NTHXOOBQLCIOLC-UHFFFAOYSA-N,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0
VVWYOYDLCMFIEM-UHFFFAOYSA-N,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0
PTOAARAWEBMLNO-KVQBGUIXSA-N,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,0
BYBLEWFAAKGYCD-UHFFFAOYSA-N,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
FDDDEECHVMSUSB-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cc1,1
HBOMLICNUCNMMY-XLPZGREQSA-N,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1
HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1
GOTYRUGSSMKFNF-UHFFFAOYSA-N,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1
AAQOQKQBGPPFNS-UHFFFAOYSA-N,CC[N+](C)(C)Cc1ccccc1Br,0
WREGKURFCTUGRC-POYBYMJQSA-N,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0
DFEYYRMXOJXZRJ-UHFFFAOYSA-N,FCOC(C(F)(F)F)C(F)(F)F,1
KNAHARQHSZJURB-UHFFFAOYSA-N,CCCc1cc(=O)[nH]c(=S)[nH]1,1
XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0
MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0
RLLPVAHGXHCWKJ-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0
OMPJBNCRMGITSC-UHFFFAOYSA-N,O=C(OOC(=O)c1ccccc1)c1ccccc1,0
CDCHDCWJMGXXRH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0
IPEHBUMCGVEMRF-UHFFFAOYSA-N,NC(=O)c1cnccn1,1
AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12,0
IWUCXVSUMQZMFG-AFCXAGJDSA-N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,1
FFGPTBGBLSHEPO-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C=Cc2ccccc21,1
NDTSRXAMMQDVSW-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,0
KHOITXIGCFIULA-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,1
CESYKOGBSMNBPD-UHFFFAOYSA-N,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1
BGDKAVGWHJFAGW-UHFFFAOYSA-N,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,0
CEUORZQYGODEFX-UHFFFAOYSA-N,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0
LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,1
BXZVVICBKDXVGW-NKWVEPMBSA-N,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,1
TZFWDZFKRBELIQ-UHFFFAOYSA-N,O=c1[nH]c2cc(Cl)ccc2o1,1
VIKNJXKGJWUCNN-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1
AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
PYGWGZALEOIKDF-UHFFFAOYSA-N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,1
MWQCHHACWWAQLJ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0
BLXXJMDCKKHMKV-UHFFFAOYSA-N,COc1ccc2cc(CCC(C)=O)ccc2c1,1
HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0
XZWYZXLIPXDOLR-UHFFFAOYSA-N,CN(C)C(=N)N=C(N)N,0
NKHAVTQWNUWKEO-UHFFFAOYSA-N,COC(=O)C=CC(=O)O,0
RECUKUPTGUEGMW-UHFFFAOYSA-N,Cc1ccc(C(C)C)cc1O,0
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COc1ccc(C(=O)O)cc1,0
GLZPCOQZEFWAFX-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCO,0
KSMVZQYAVGTKIV-UHFFFAOYSA-N,CCCCCCCCCC=O,0
OPRAONAUWNNOOV-UHFFFAOYSA-N,CC1CCc2c(C=O)cncc21,0
KKVZAVRSVHUSPL-UHFFFAOYSA-N,COc1ccccc1C=CC=O,0
JDLKFOPOAOFWQN-UHFFFAOYSA-N,C=CCSS(=O)CC=C,0
UILPJVPSNHJFIK-UHFFFAOYSA-N,COc1ccc(C(C)=O)c(O)c1,0
UBLOOKRIGSUIOU-UHFFFAOYSA-N,Cc1cc2ccc(=O)oc2cc1C,0
DATAGRPVKZEWHA-UHFFFAOYSA-N,CCNC(=O)CCC(N)C(=O)O,0
UYUXSRADSPPKRZ-UHFFFAOYSA-N,O=CC(O)C1OC(=O)C(O)C1O,0
ILEDWLMCKZNDJK-UHFFFAOYSA-N,O=c1ccc2cc(O)c(O)cc2o1,0
NITWSHWHQAQBAW-UHFFFAOYSA-N,COC(=O)C=Cc1ccc(O)cc1,0
WMBOCUXXNSOQHM-UHFFFAOYSA-N,CCCC=C1OC(=O)c2ccccc21,0
CPTJXGLQLVPIGP-UHFFFAOYSA-N,COc1ccc2c(c1)OC(C)(C)C=C2,0
RODXRVNMMDRFIK-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2cc1O,0
KSEBMYQBYZTDHS-UHFFFAOYSA-N,COc1cc(C=CC(=O)O)ccc1O,0
BENDQEQLQFRJOX-UHFFFAOYSA-N,CC=C1CNC(O)C2=C1CCOC2=O,0
PAFLSMZLRSPALU-UHFFFAOYSA-N,O=C(O)C(O)Cc1ccc(O)c(O)c1,0
VFPFQHQNJCMNBZ-UHFFFAOYSA-N,CCOC(=O)c1cc(O)c(O)c(O)c1,0
FQOXWSFMKSXFDD-UHFFFAOYSA-N,CC1(O)CC(O)C2(O)CC(=O)OCC12,0
QMQZZRSFTSGWJA-UHFFFAOYSA-N,OC1C2CCOC3OCC(O)(C1O)C32,0
PGTJIOWQJWHTJJ-UHFFFAOYSA-N,Cc1ccc2c(c1)C(C(C)C)CCC2C,0
NPNUFJAVOOONJE-UHFFFAOYSA-N,C=C1CCC=C(C)CCC2C1CC2(C)C,0
QEBNYNLSCGVZOH-UHFFFAOYSA-N,C=C(C)C1CCC2=CCCC(C)C2(C)C1,0
OPFTUNCRGUEPRZ-UHFFFAOYSA-N,C=CC1(C)CCC(C(=C)C)CC1C(=C)C,0
DYEQPYSFRWUNNV-UHFFFAOYSA-N,CC(C)C1CCC2(C)CCCC(C)C2C1,0
QFYQIWDMMSKNFF-UHFFFAOYSA-N,OCC1C(O)C(O)C(O)C(O)C1O,0
HOEVRHHMDJKUMZ-UHFFFAOYSA-N,COc1cc2ccc(=O)oc2c(OC)c1O,0
DRLFMBDRBRZALE-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,0
HRYLQFBHBWLLLL-UHFFFAOYSA-N,C=C1C(=O)OC2C=C(C)CCC=C(C)CCC12,0
ZRPQZLPROFXWRW-UHFFFAOYSA-N,C=C(C)C1CCC(C)C2(O)CC(=O)C(C)=C2C1,0
SFJOMLIUSIKKRA-UHFFFAOYSA-N,CC1(C)CC2C1CCC1(C)CC2(O)CCC1O,0
HSSYVKMJJLDTKZ-UHFFFAOYSA-N,O=C(O)c1cccc(-c2ccccc2)c1C(=O)O,0
KTEXNACQROZXEV-UHFFFAOYSA-N,C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,0
IWRJCMQFEMXOML-UHFFFAOYSA-N,Cc1c(O)c2c(c(C)c1CCO)C(=O)C(C)(C)C2,0
ZQSIJRDFPHDXIC-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0
RTIXKCRFFJGDFG-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0
FURUXTVZLHCCNA-UHFFFAOYSA-N,O=C1CC(c2ccc(O)cc2)Oc2cc(O)ccc21,0
DXDRHHKMWQZJHT-UHFFFAOYSA-N,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,0
KBMSVODXFLAQNJ-UHFFFAOYSA-N,CC1=CCCC23OC2C(OC3=O)c2c(C)coc2C1,0
MQEPWBMWFIVRPS-UHFFFAOYSA-N,O=C1CC(OC2OC(CO)C(O)C(O)C2O)CO1,0
FXNFHKRTJBSTCS-UHFFFAOYSA-N,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,0
FTVWIRXFELQLPI-UHFFFAOYSA-N,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0
BLUAFEHZUWYNDE-UHFFFAOYSA-N,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,1
XLTFNNCXVBYBSX-UHFFFAOYSA-N,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,0
YBXVFEFEBHKROY-UHFFFAOYSA-N,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2cc1O,0
BJDCWCLMFKKGEE-UHFFFAOYSA-N,CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4,0
PUQSUZTXKPLAPR-UHFFFAOYSA-N,OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,0
NYGZYUAVZPIKBZ-UHFFFAOYSA-N,COc1cc2c(cc1O)OC1c3ccc(O)cc3OCC21,0
CDBDULHNWQRYSY-UHFFFAOYSA-N,CCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,0
SQMACIRXDFOOLF-UHFFFAOYSA-N,CC1=CC=C(C(C)C)CCC(C=O)=CCCC(C)=CCC1,0
PADQINQHPQKXNL-UHFFFAOYSA-N,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O,0
XBEFQTHUADKZEH-UHFFFAOYSA-N,CC(=O)OC(C)(C)C1Cc2cc3ccc(=O)oc3cc2O1,0
HVZNIISBCURSMR-UHFFFAOYSA-N,CC1=CCCC(C)=CC(O)C(C(C)C)CCC(C)=CCC1,0
NLDDIKRKFXEWBK-UHFFFAOYSA-N,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,0
IRSFLDGTOHBADP-UHFFFAOYSA-N,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,0
GVKKJJOMQCNPGB-UHFFFAOYSA-N,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,0
BOTWFXYSPFMFNR-UHFFFAOYSA-N,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,0
WGYGSZOQGYRGIP-UHFFFAOYSA-N,CN1C(=O)C(O)C(c2ccccc2)C1C(O)c1ccccc1,0
SHGAZHPCJJPHSC-UHFFFAOYSA-N,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,1
CXQWRCVTCMQVQX-UHFFFAOYSA-N,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,0
YTRAYUIKLRABOQ-UHFFFAOYSA-N,COc1cc(CCc2cc(OC)c(O)c(OC)c2)ccc1O,0
WTQYWNWRJNXDEG-UHFFFAOYSA-N,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C(O)C2,0
YKPUWZUDDOIDPM-UHFFFAOYSA-N,COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,0
ZBKFZIUKXTWQTP-UHFFFAOYSA-N,COc1cc2c(cc1OC)C(Cc1ccc(O)cc1)N(C)CC2,0
XQDCKJKKMFWXGB-UHFFFAOYSA-N,COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21,0
UUQJTIHOVGMQIH-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)c(O)c(OC)cc3o2)cc1,0
NTKNGUAZSFAKEE-UHFFFAOYSA-N,COc1c(O)cc2oc(Oc3ccc(O)cc3)cc(=O)c2c1O,0
IZQSVPBOUDKVDZ-UHFFFAOYSA-N,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0
VABYUUZNAVQNPG-UHFFFAOYSA-N,COc1cc(C=CC(=O)N2CCC=CC2=O)cc(OC)c1OC,0
IKMDFBPHZNJCSN-UHFFFAOYSA-N,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,0
UXDFUVFNIAJEGM-UHFFFAOYSA-N,COc1ccc(CCc2cc(OC)c(OC)c(OC)c2)cc1O,0
CUKSFECWKQBVED-UHFFFAOYSA-N,CC(C)=CC(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C,0
RNXZPKOEJUFJON-UHFFFAOYSA-N,COc1c(O)cc2c(c1O)C(=O)c1c(cc(C)c(O)c1OC)C2=O,0
BWORNNDZQGOKBY-UHFFFAOYSA-N,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)c(O)c3)oc2c1,0
KZMACGJDUUWFCH-UHFFFAOYSA-O,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O)cc(OC)c1O,0
GDBYZGRXGDJMHH-UHFFFAOYSA-N,CC(C)=CCOc1ccc(CCNC(=O)C=Cc2ccccc2)cc1,0
JKHRCGUTYDNCLE-UHFFFAOYSA-O,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,0
JXVQELAURPRTFD-UHFFFAOYSA-N,O=c1ccc2c3c(c(O)cc2o1)CC(O)C(c1ccc(O)c(O)c1)O3,0
RJWJHRPNHPHBRN-UHFFFAOYSA-N,OCC1=CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C12,0
QQCLBMUOIGPCDE-UHFFFAOYSA-N,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1CC=C1C(=O)OC=C1O,0
BIKNREOOENVYGF-UHFFFAOYSA-N,CC1(C)OC2Oc3ccc(C(=O)C=Cc4ccccc4)c(O)c3C2C1O,0
AHNUBWYOIHCGFN-UHFFFAOYSA-N,COc1cc2c(cc1O)C1(Cc3ccc4c(c3C1=O)OCO4)N(C)CC2,0
SDHTXBWLVGWJFT-UHFFFAOYSA-N,C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O,0
FWXVLSDGEDMLQU-UHFFFAOYSA-N,CC(=O)C1CCC23OC24CCC2CC(O)CCC2(C)C4C(O)C(O)C13C,0
VFLDPWHFBUODDF-UHFFFAOYSA-N,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
AWOGQCSIVCQXBT-UHFFFAOYSA-N,COc1ccc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)cc1OC,0
FHYQIQMSODIFCP-UHFFFAOYSA-N,COc1cc(C2Oc3c(OC)cc(C=CC(=O)O)cc3C2CO)ccc1O,0
YYCCUFKHCNSRIA-UHFFFAOYSA-N,CCCCCCC=CCCCCCCCCCC1=CC(=O)C=C(OC)C1=O,0
DBSPNTHFWOUQFX-UHFFFAOYSA-N,O=C1CC(c2ccc(O)cc2)Oc2cc3oc4cc(O)c(O)cc4c3c(O)c21,0
UYEWRTKHKAVRDI-UHFFFAOYSA-N,COc1cc(C=CC(=O)COC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0
FIHJKUPKCHIPAT-UHFFFAOYSA-N,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,1
QYSXJUFSXHHAJI-UHFFFAOYSA-N,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,0
HSTZMXCBWJGKHG-UHFFFAOYSA-N,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,0
HNKLCRIFLSAYAM-UHFFFAOYSA-N,COc1c(C)c(-c2c(C)c(OC)c3c(c2OC)OCO3)c(OC)c2c1OCO2,0
LJTSIMVOOOLKOL-UHFFFAOYSA-N,COC1=C(OC)C(O)C(CC=C(C)CCC=C(C)CCC=C(C)C)C(C)C1=O,0
RRKTZKIUPZVBMF-UHFFFAOYSA-N,COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,0
ZGLXUQQMLLIKAN-UHFFFAOYSA-N,COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC,0
MEFKEPWMEQBLKI-UHFFFAOYSA-O,C[S+](CCC(N)C(=O)O)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0
MRIAQLRQZPPODS-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,0
IGLQJWTUCUZHTP-UHFFFAOYSA-N,C=C1CCC(OC2OC(CO)C(O)C(O)C2O)C2(C)CC3OC(=O)C(C)=C3CC12,0
QKPDYSSHOSPOKH-UHFFFAOYSA-N,Cc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0
