InChIKey,SMILES,Respiratory_target
RDFCSSHDJSZMTQ-ZDUSSCGKSA-N,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1,1
VUAFHZCUKUDDBC-BYPYZUCNSA-N,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,1
OROGSEYTTFOCAN-DNJOTXNNSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1
IEMDOFXTVAPVLX-ADNGMUMBSA-N,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,0
HRSANNODOVBCST-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc2ccccc2c1,1
RFMMMVDNIPUKGG-YFKPBYRVSA-N,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0
YQKAVWCGQQXBGW-UHFFFAOYSA-N,CC1CCCCN1CCCOC(=O)c1ccccc1,0
FCKLFGKATYPJPG-SSTBVEFVSA-N,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,0
FHHHOYXPRDYHEZ-COXVUDFISA-N,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
HKOIXWVRNLGFOR-KOFBORESSA-N,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]314,1
BBDAGFIXKZCXAH-CCXZUQQUSA-N,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,0
UOCJDOLVGGIYIQ-PBFPGSCMSA-N,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,0
QIVBCDIJIAJPQS-VIFPVBQESA-N,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,0
UIKROCXWUNQSPJ-VIFPVBQESA-N,CN1C(=O)CC[C@H]1c1cccnc1,0
XUJNEKJLAYXESH-REOHCLBHSA-N,N[C@@H](CS)C(=O)O,0
XLMALTXPSGQGBX-GCJKJVERSA-N,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,1
WOVKYSAHUYNSMH-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,0
QCWSXSAFDSGKAT-YOKSUNLASA-N,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O.O,0
WLKPHJWEIIAIFW-BYPYZUCNSA-N,O=NN1CCC[C@H]1C(=O)O,1
DNIAPMSPPWPWGF-GSVOUGTGSA-N,C[C@@H](O)CO,0
CBGDIJWINPWWJW-IYSWYEEDSA-N,CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,1
CQOVPNPJLQNMDC-SSDOTTSWSA-N,NCCC(=O)N[C@H](Cc1cnc[nH]1)C(=O)O,0
UQLLWWBDSUHNEB-XJKSGUPXSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)CSc3ccncc3)[C@H]2SC1,0
CHYLAEHATFZYSW-YFGZFMDZSA-N,O=C(/C=C/c1ccc(O)cc1)C1=C(O)C(O)([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C2=C(C1=O)C1OC(CO)C(O)C(O)C1O2,0
SESDXIKEYKRLJD-GDNBJRDFSA-N,Cc1ccc(N2C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)NC2=S)cc1,0
BJTJNGUKOWYPKD-YBEGLDIGSA-N,Cc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1C,0
PSXCGTLGGVDWFU-VKHMYHEASA-N,C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],0
RIIDVRQLXPTZJH-WCQYABFASA-N,C=C(C)C(=O)N(C)[C@@H](C)[C@@H](O)c1ccccc1,0
HGAJMTXQDDEMCC-ZROIWOOFSA-N,COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1OC,0
UNJQQZUSORSFMS-NSHDSACASA-N,O=C1CCCC[C@H]1Cc1ccc(Cl)cc1,0
IHMBFORMNABTCS-IBGZPJMESA-N,COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1[C@@H](NC(=O)c1ccccc1)CC2,0
YCVCZYLWYLPWNJ-DUEVJXGLSA-N,O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN(CCO)CCO,0
RJGJDAZZEFKXPX-UKTHLTGXSA-N,O=C1/C(=C\c2cccc(F)c2)SC(=S)N1CN1CCOCC1,0
CSVLJZZEXDDQJF-NSHDSACASA-N,Cc1ccccc1OC[C@@](C)(O)CO,0
FPILVAHOEJISCY-UVTDQMKNSA-N,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)NC(=S)N1c1ccccc1,0
YFKGNQQSCJXSDJ-GFCCVEGCSA-N,C=CCN(CC=C)C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1
XDZZQMNDCFNREN-VKHMYHEASA-N,C[C@H](N)CS(=O)(=O)O,1
MGVSRBMGCWVHLY-JTQLQIEISA-N,CC(C)OC(=O)C[C@@H]1NS(=O)(=O)c2ccccc21,1
FONIHHMNYGOMNM-PZFGMSNSSA-N,CC/N=N/Cc1nnc(-n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)s1,1
APQPGQGAWABJLN-GFCCVEGCSA-N,O=C(OC[C@H](O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,1
GVVXPMORGFYVOO-ZDUSSCGKSA-N,COc1cc2c(cc1O)C[C@@H]1NCCc3cc(OC)c(OC)c-2c31,1
KYVJVURXKAZJRK-LBPRGKRZSA-N,COc1cc2c(cc1O)C[C@@H]1NCCc3cc(O)c(OC)c-2c31,1
TZUGIFAYWNNSAO-AZQGJTAVSA-N,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
FFVRRQMGGGTQRH-VBZWBGKMSA-N,CC[C@H]1CN(C)[C@@H]2Cc3c([nH]c4ccccc34)C(=O)C[C@@H]1[C@@H]2C(=O)OC,1
IGGLYMZTLQKWGT-SECBINFHSA-N,CC(=O)CC[C@@H](O)c1ccoc1,1
RQCOQZNIQLKGTN-ZDUSSCGKSA-N,COc1cc2c3c(c1O)-c1c(cccc1OC)C[C@@H]3N(C)CC2,1
KEOQZUCOGXIEQR-LXFHFZRZSA-N,C=C1[C@@H]2CC[C@@H]3[C@@H](O)[C@@]2(C[C@@H](O)[C@@]2(O)[C@H]1C[C@H](O)C2(C)C)C[C@@]3(C)O,1
XFXPMWWXUTWYJX-UHFFFAOYSA-N,[C-]#N,1
YGGWIMXHQMJMIX-UHFFFAOYSA-N,CCN(CCI)Cc1ccc(Cl)cc1,1
JJIUCEJQJXNMHV-HNNXBMFYSA-N,CCO[P@](C)(=O)SCCN(C(C)C)C(C)C,1
ORFOPKXBNMVMKC-DWVKKRMSSA-N,CC(C)(O/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,0
SNBUBQHDYVFSQF-HIFRSBDPSA-N,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,0
MCOMUPQTXUHLTL-CPCISQLKSA-N,CC1(C)C[C@@](C)(O)[P@@](C)(=O)O1,0
UIYAXIPXULMHAI-JLGRZTKVSA-N,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CS[C@H]12)c1csc(N)n1,0
RZZPDXZPRHQOCG-OJAKKHQRSA-N,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,0
LPQZKKCYTLCDGQ-KHQFGBGNSA-N,C[C@@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0
AFZFFLVORLEPPO-UVYJNCLZSA-N,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,0
CNOURESJATUGPN-UDEBZQQRSA-N,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1O,0
WGXMDGUEJDELPK-JMCQJSRRSA-N,CO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
OTKRVOXOPIJRAY-UVTDQMKNSA-N,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)NC(=S)N1c1ccccc1,0
YUYNNRSNVDVFGC-AQTBWJFISA-N,O=C1/C(=C/c2ccc3ccccc3c2)NC(=S)N1c1ccccc1,0
RFNFHQCIIJDDNH-UYRXBGFRSA-N,Cc1ccc(N2C(=O)/C(=C/c3ccc4ccccc4c3)NC2=S)cc1,0
UMYCHHJDYDOPCG-PDGQHHTCSA-N,O=C1/C(=C/c2ccc3ccccc3c2)NC(=S)N1c1ccc(Cl)cc1,0
WZHCOOQXZCIUNC-VHDGCEQUSA-N,C[C@@H]1C[C@H](OC(=O)[C@H](O)c2ccccc2)CC(C)(C)C1,0
SRVFFFJZQVENJC-IHRRRGAJSA-N,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,0
HXWLJBVVXXBZCM-GSVOUGTGSA-N,O=[N+]([O-])OC[C@H](O)CO,0
YPGCUXBNTDXTKF-UWTATZPHSA-N,COC(=O)[C@@H](F)C(F)(F)F,0
LTINZAODLRIQIX-FBXRGJNPSA-N,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N/OC)c3csc(N)n3)[C@H]2SC1,0
RVRRFXLAVFGQLU-PDGQHHTCSA-N,O=C1/C(=C/c2cccc3ccccc23)NC(=S)N1c1ccc(Cl)cc1,0
SCMSYZJDIQPSDI-SRVKXCTJSA-N,CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O,0
ILCNJTPDRSLPPL-UYRXBGFRSA-N,Cc1ccc(N2C(=O)/C(=C/c3cccc4ccccc34)NC2=S)cc1,0
GTQYAZQCUFLOCL-AMIZOPFISA-N,CCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0
VKSZFKLTQVWHBZ-AQTBWJFISA-N,O=C1/C(=C/c2cccc3ccccc23)NC(=S)N1c1ccccc1,0
UTMMTSFNCUGDPF-GXSJLCMTSA-N,COC(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1,0
WRPZZSHZTXPAMR-GDNBJRDFSA-N,Cc1ccccc1/C=C1\NC(=S)N(c2ccc(Br)cc2)C1=O,0
WEFAQEVPHGHHQC-GDNBJRDFSA-N,Cc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1,0
PBLIYTRFDCTFFJ-YBEGLDIGSA-N,Cc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c(C)c1,0
QHVDAJVSDZKARR-GDNBJRDFSA-N,COc1cccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c1,0
XZPBVGBLYVXROY-GDNBJRDFSA-N,COc1ccc(OC)c(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)c1,0
RUJBDQSFYCKFAA-OAHLLOKOSA-N,CC[C@@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,0
WSYVIAQNTFPTBI-HNNXBMFYSA-N,CCOC(=O)CC(=O)N1CCS[C@H]1COc1ccccc1OC,0
MFUHTALWGBAVOL-ZDUSSCGKSA-N,CC(=O)OC[C@@H](COc1ccccc1)OC(C)=O,0
WSYVIAQNTFPTBI-OAHLLOKOSA-N,CCOC(=O)CC(=O)N1CCS[C@@H]1COc1ccccc1OC,0
UWZDUHTYIUMENV-MRVPVSSYSA-N,COc1ccc(OC[C@H](O)CO)cc1,0
LMRGLFGOROLWPK-QPUJVOFHSA-N,CCS[P@]1(=O)OC(C)(C)C[C@@]1(C)O,0
LHLAICAJBWWKQH-UVTDQMKNSA-N,COc1ccccc1/C=C1\NC(=S)N(c2ccc(Br)cc2)C1=O,0
QDZPKXXNXLAZMU-QMMMGPOBSA-N,COc1ncccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O,0
RMTYNAPTNBJHQI-LLDVTBCESA-N,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,0
CVMSKRHCTWCITE-CYBMUJFWSA-N,CC(=O)OC[C@H](COc1ccccc1C)OC(C)=O,0
XIWMWFXIKLITMH-ZROIWOOFSA-N,O=C1/C(=C/c2ccccc2Cl)NC(=S)N1c1ccc(Br)cc1,0
DQUIGLNWFFUKSE-JTQLQIEISA-N,CC(=O)OC[C@H](O)COc1ccccc1,0
JVRMSXLSEPWFIT-RXMQYKEDSA-N,CCOC(=O)[C@H]1CCOC1=O,0
XVSXPSAOFUZLDH-GDNBJRDFSA-N,Cc1ccc(N2C(=O)/C(=C/c3cccc([N+](=O)[O-])c3)NC2=S)cc1,0
RVSTWRHIGKXTLG-WCXIOVBPSA-N,CC(C)N(C(C)C)C(C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O)N(C(C)C)C(C)C,0
PVXJBKOQPCPILX-QMMMGPOBSA-N,COc1cccc(OC[C@@H](O)CO)c1,0
VVUMWAHNKOLVSN-LLVKDONJSA-N,CCCNC(=O)[C@@H](C)Nc1ccc(OCC)cc1,0
UTMMTSFNCUGDPF-MWLCHTKSSA-N,COC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0
HFGDOEGDRDVXPX-GBFLJEJBSA-N,COc1ccc2c(c1OC)C(=O)OC2[C@H]1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)[O-],0
XXHKFIAOPOLYCT-UHFFFAOYSA-N,Cc1cc(C)[n+]([O-])c(NS(=O)(=O)c2ccc(N)cc2)n1,0
FNQIYTUXOKTMDM-MRVPVSSYSA-N,OC[C@@H](O)COc1ccccc1,0
ULHIQNLUAYGURD-ZROIWOOFSA-N,O=C1/C(=C/c2ccc(Cl)cc2)NC(=S)N1c1ccc(Br)cc1,0
JVFNPGBOQVHPQT-AAEUAGOBSA-N,CC[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0
HFGDOEGDRDVXPX-VVESCEMWSA-N,COc1ccc2c(c1OC)C(=O)OC2[C@@H]1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)[O-],0
NGSWKAQJJWESNS-ZZXKWVIFSA-N,O=C(O)/C=C/c1ccc(O)cc1,0
PMYXIPCHUXJSMD-ZROIWOOFSA-N,O=C1/C(=C/c2cccc(Cl)c2)NC(=S)N1c1ccc(Br)cc1,0
MCBHSLJEWLDVPJ-GDNBJRDFSA-N,COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1,0
JCYZVGSOOTYDNJ-UVTDQMKNSA-N,CCC(CC)C(=O)N/C(=C\c1ccc(OC)cc1)C(=O)O,0
NQBFDWVRYFRUID-SDQBBNPISA-N,O=C(/C=N/N1CCCNC1=O)c1ccc([N+](=O)[O-])o1,0
XIOGHHPVBVXQIV-VSGBNLITSA-N,COc1cc2c3c(c1O)Oc1ccc(cc1)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CCN1C,0
YVQVOQKFMFRVGR-AUWJEWJLSA-N,O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,0
MYYDUNXYUNZPKO-FOCLMDBBSA-N,Cc1ccccc1NCc1nnc(-n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)s1,0
BSHDUMDXSRLRBI-JOYOIKCWSA-N,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,0
DCSUBABJRXZOMT-RBBKRZOGSA-N,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,0
URBFJWFOWRNPJI-HYARGMPZSA-N,C/C(=N/NC(=O)NS(=O)(=O)c1c(C)cc(C)c2c(C)cc(=O)oc12)c1ccc(O)cc1,0
FDXOWEXWCPILKM-JTQLQIEISA-N,C[C@](O)(CO)COc1ccccc1,0
TVRCQMFDVHKZHL-GFCCVEGCSA-N,CC[C@]1(c2ccccc2)CCOC1=O,0
ANJROQCDRGDKMV-MRVPVSSYSA-N,OC[C@@H](O)CSc1ccccc1,0
QSUUSSJYBHNMHY-JQWIXIFHSA-N,C[C@]1(c2ccc(Br)cc2)OC[C@H](COC(N)=O)O1,0
MIIYGUMAEDJBJA-BQYQJAHWSA-N,CC1(/C=C/c2ccccc2)NC(=O)N(CN2CCOCC2)C1=O,0
RZRZQUNDHLJWQP-GXTWGEPZSA-N,CCN(CC)C(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1,0
OITWISNIYRCMPO-SFHVURJKSA-N,C[S@](=O)c1ccc(-c2cn3cccnc3n2)cc1,0
JIURXXJXDLMZRX-BQYQJAHWSA-N,CCCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
SMWJHXUZYMSWDL-VOTSOKGWSA-N,COC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
WMQHMYRPAFTQPV-BQYQJAHWSA-N,CCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
KYEJWXHRPBOCNJ-BQYQJAHWSA-N,CC(C)OC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
LFESUUHOYPGPSR-CMDGGOBGSA-N,CCCCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0
XGIRBWKKCPENLG-MRVPVSSYSA-N,NC(=O)OC[C@@H]1CSC2(CCCCC2)S1,0
FJIKWRGCXUCUIG-HNNXBMFYSA-N,CN1C(=O)[C@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0
UWLKDGGLSVPEJT-POYBYMJQSA-N,CC[C@]1(C)O[C@@H](COC(N)=O)CS1,0
DINCGSAOSQJWSV-VIFPVBQESA-N,CCOc1ccc(OC[C@@H](O)CO)cc1,0
RDESHSVNCKVUPO-QMMMGPOBSA-N,NC(=O)OC[C@H]1COC2(CCCCC2)O1,0
UZRHHBIKNCZGGJ-UHFFFAOYSA-N,Nc1nc(-c2cc(Cl)ccc2Cl)nc(N)[n+]1[O-],0
VFQNCPVSSDIRRK-FOCLMDBBSA-N,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(CNc2ccccc2)s1,0
WUYGXHJGRROMTN-FPQBULDBSA-N,O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCN(c2ccccc2)CC1,0
JJDMACISXBGJJJ-WXEZRFCZSA-N,O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCN(c2ccc(Cl)cc2)CC1,0
WTGJGWJJJOCUQE-JTQLQIEISA-N,C=CCOc1ccccc1OC[C@@H](O)CO,0
ZPOROEBGHMWWDI-UHFFFAOYSA-N,O=C(OCCN1CCOCC1)C(c1ccccc1)c1ccccc1,0
IKYIXZSIKOYSLD-LLVKDONJSA-N,O=C(O)[C@H](Cc1cc(I)c(O)c(I)c1)c1ccccc1,0
RGZSQWQPBWRIAQ-GJZGRUSLSA-N,CC(C)=CCC[C@](C)(O)[C@H]1CC=C(C)CC1,0
DDPXQCWRRXXQNQ-JQWIXIFHSA-N,C[C@]1(c2ccc(Cl)cc2)OC[C@H](COC(N)=O)O1,0
SQTKLANYSYZUQC-VIFPVBQESA-N,Cc1ccccc1SC[C@@H](O)CO,0
BTHCJHQOYFUIMG-CDQUAFCBSA-N,C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OC[C@H]2CCN3CC[C@@H](OC1=O)[C@@H]23,0
NNWHUJCUHAELCL-PLNGDYQASA-N,C/C=C\c1ccc(OC)c(OC)c1,0
PEWFWDOPJISUOK-CYBMUJFWSA-N,CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,0
RFXGIRLHEACEHX-SNVBAGLBSA-N,OC[C@@H](O)COc1cccc2cccnc12,0
UXVSYSJHNUGVCD-PSASIEDQSA-N,C[C@@H]1[C@H](c2ccccc2)OC(=O)NN1C,0
CXBMCYHAMVGWJQ-CABCVRRESA-N,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0
GGQGUBWFVKJOER-FQEVSTJZSA-N,CN1CCc2cc3c(cc2[C@]12Cc1ccc4c(c1C2=O)OCO4)OCO3,0
YEFOAORQXAOVJQ-OZAJXLCCSA-N,COc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@H](C)C2,0
HACQDDATJNJBDK-UHFFFAOYSA-N,Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2Cc2ccccc2)cc1.O,0
APIXMWJMJACVBU-CMDGGOBGSA-N,C#CC(C)(C)NC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,1
NFHVTCJKAHYEQN-PBHICJAKSA-N,C[C@H](Cc1ccccc1)N[C@@H](C#N)c1ccccc1,1
YDDZHTSOBDNNMZ-DTORHVGOSA-N,N#C[C@H]1C(=O)NC(=O)[C@@H](C#N)C12CCCCC2,1
TVSURRUHJZSEFC-PHDIDXHHSA-N,CC[C@@H]1C[C@@H](C)OC1=O,1
AIEZTKLTLCMZIA-RZLLGALYSA-N,C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1.O,1
HCUBLVSSCLOFMH-XMHGGMMESA-N,O=C1/C(=C\c2ccc(F)cc2)SC(=S)N1CN1CCN(c2ccccc2)CC1,1
LXQQITIYJLMWKU-XMHGGMMESA-N,O=C1/C(=C\c2cccc(F)c2)SC(=S)N1CN1CCN(c2ccccc2)CC1,1
DURULFYMVIFBIR-CYBMUJFWSA-N,CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,1
YKLHYJVYZUWBQT-UHFFFAOYSA-N,Cc1[nH]c2ccccc2c1CC(=O)NNC(=S)NC1CCCCC1,1
WBLXZPHICYCDGN-GFCCVEGCSA-N,CCCCOC[C@@H](O)COc1ccccc1,1
FWCHABIGPABAII-WZUFQYTHSA-N,O=C(/C=N/N1CCNC1=O)c1ccc([N+](=O)[O-])o1,1
YKJYKKNCCRKFSL-RDBSUJKOSA-N,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,1
JCWDQBQBVNMMNK-ZDUSSCGKSA-N,COc1cc2c(c(OC)c1O)-c1c(O)c(OC)cc3c1[C@H](CC2)N(C)CC3,1
NRNCYVBFPDDJNE-ZETCQYMHSA-N,NC1=NC(=O)[C@H](c2ccccc2)O1,1
JKPISQIIWUONPB-OAHLLOKOSA-N,COc1cc2c(cc1O)[C@H]1Cc3ccc(O)c(OC)c3CN1CC2,1
ZEAJXCPGHPJVNP-GFCCVEGCSA-N,O[C@H](CNc1ccccn1)c1ccccc1,1
TVQZAMVBTVNYLA-VIFPVBQESA-N,C[C@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,1
SPJRPARYTUBINA-CRRREAHRSA-N,CN(C)[C@H]1C(O)=C(C(=O)NCN2CCC[C@H]2C(=O)O)C(=O)[C@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@H]12,1
NNYBQONXHNTVIJ-KRWDZBQOSA-N,CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1
VOOYTQRREPYRIW-GFCCVEGCSA-N,COC1=CC(=O)O[C@H](CCc2ccccc2)C1,1
ROCOZPUHMBWCOS-GXDHUFHOSA-N,O=C1/C(=C\c2cccc(F)c2)SC(=S)N1CN1CCCCC1,1
QZTFQQBYBVMLFQ-HTQZYQBOSA-N,CCCC1(C)[C@H](C#N)C(=O)NC(=O)[C@H]1C#N,1
ZXQNHZRSLAQFIO-UHFFFAOYSA-N,O=S(=O)(O)SCCNCCCCC1CCCCC1,1
YSIITVVESCNIPR-NSHDSACASA-N,COc1cc(C(=O)N[C@H]2CCCNC2)cc(OC)c1OC,1
KRUJYTGWDRLROP-VMPITWQZSA-N,O=c1nc(/C=C/c2ccc(Cl)cc2)[nH]c2ncccc12,1
ISARNQWKABTJEY-RNFRBKRXSA-N,CCC1(C)[C@H](C#N)C(=O)NC(=O)[C@H]1C#N,1
INYYVPJSBIVGPH-NQCMUKECSA-N,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@@]2(CCN3C)CC1=O,1
HJEBEQSPVFKBOQ-UHFFFAOYSA-N,O=C(O)C(=O)C(Cl)Cl,1
JOZZAIIGWFLONA-RXMQYKEDSA-N,CC(C)[C@@H](C)N,1
RKAGXGJVJCKBPG-LLVKDONJSA-N,Cc1nc2ccccc2c(=O)n1[C@@H]1CCC(=O)NC1=O,1
ALHUZKCOMYUFRB-OAHLLOKOSA-N,C[C@@H]1CCCCCCCCCCCCC(=O)C1,1
FLWFHHFTIRLFPV-QGZVFWFLSA-N,CCCC[C@@H](C(=O)O)C(=O)N(Nc1ccccc1)c1ccccc1,1
MLINQFCXYMQZBL-UKTHLTGXSA-N,O=C1/C(=C\c2ccc(F)cc2)SC(=S)N1CN1CCOCC1,1
CFWIHUFVMSAPNI-ZDUSSCGKSA-N,c1ccc2c(c1)OC[C@H](CN1CCCCCC1)O2,1
AKNNEGZIBPJZJG-QZTJIDSGSA-N,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,1
COFDRZLHVALCDU-YVLHZVERSA-N,CO/N=C(/C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,1
NGSWKAQJJWESNS-UTCJRWHESA-N,O=C(O)/C=C\c1ccc(O)cc1,1
MOFCXDAXCLPORX-POHAHGRESA-N,Cc1ccc(/C(Cl)=C/C=O)cc1,1
BMOVQUBVGICXQN-MKPDMIMOSA-N,CC[C@](C)(Oc1ccc(C2(c3ccc(O[C@](C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,1
CVWWNYPTZYQCSE-GANZUKCXSA-N,CC(C)=C1CC[C@H](C)[C@](C)(COc2ccc3ccc(=O)oc3c2)[C@@H]1CCC(=O)O,1
PMRMSGNJEJXYGD-UITAMQMPSA-N,O=C/C=C(\Cl)c1ccc(F)cc1,1
DAXYUDFNWXHGBE-VKCGGMIFSA-N,CC[C@H]1CN2CC[C@@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,1
SIZXCNAEXIUHBK-UVZCHINQSA-N,O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CNc1ccccc1,1
DSGKTUVITPQPRT-YFKPBYRVSA-N,O=NN1CCCC[C@H]1C(=O)O,1
