InChIKey,SMILES,Carcinogenicity_target
KTTAHABZUYACCH-UHFFFAOYSA-N,CC(=O)CN(N=O)C(=O)NCCCl,0
BUMHFBGBXFTGJZ-UHFFFAOYSA-N,CC(=O)CN(N=O)C(N)=O,0
LNOUMTOCQWMBOJ-UHFFFAOYSA-N,C=CC(=O)c1ccc2c(c1)OCO2,0
HOEFWOBLOGZQIQ-UHFFFAOYSA-N,S=C(SN1CCOCC1)N1CCOCC1,1
OKMNBMCHWAWZBL-UHFFFAOYSA-N,CCCCCN(N=O)/C(N)=N/[N+](=O)[O-],0
CZQLULNMKQAIQL-AXFDMLSGSA-N,C[C@H]1OC12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CCN(C)CC[C@@H](OC2=O)C1=O,1
SPJCRMJCFSJKDE-ZWBUGVOYSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@]4(C)[C@H]3CC[C@@]21C,1
CZQNYPBIOHVQQN-CSKARUKUSA-N,COc1cc(/C=C/C(=O)OCCc2ccccc2)ccc1O,0
VJNWEQGIPZMBMA-UHFFFAOYSA-N,S=C=NCCCCCCc1ccccc1,0
GRUOGLPIAPZLHJ-UHFFFAOYSA-N,S=C=NCCCc1ccccc1,0
HMBBJSKXDBUNNT-UHFFFAOYSA-N,Brc1cc(Br)c(-c2cc(Br)c(Br)cc2Br)cc1Br,1
BLXVTZPGEOGTGG-UHFFFAOYSA-N,CCCCCCCCCc1ccc(OCCOCCO)cc1,0
XWRBMHSLXKNRJX-UHFFFAOYSA-N,C=Cc1cccc[n+]1[O-],0
HFVNWDWLWUCIHC-GUPDPFMOSA-N,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1
YJBYRYVLFAUXBJ-HFTRVMKXSA-M,C[C@]12CC[C@H]3C(=CCc4cc(OS(=O)(=O)[O-])ccc43)[C@@H]1CCC2=O,0
JZGWEIPJUAIDHM-UHFFFAOYSA-K,O=C1C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2/C1=N/Nc1ccc(S(=O)(=O)[O-])c2ccccc12,1
TVWOWDDBXAFQDG-UHFFFAOYSA-L,O=C1/C(=N\Nc2ccc(S(=O)(=O)[O-])c3ccccc23)C=C(S(=O)(=O)[O-])c2ccccc21,0
ZLFVRXUOSPRRKQ-UHFFFAOYSA-N,Cc1ccc(N/N=C2\C(=O)C=Cc3ccccc32)c([N+](=O)[O-])c1,1
SOFRHZUTPGJWAM-UHFFFAOYSA-N,COc1ccc([N+](=O)[O-])cc1N/N=C1/C(=O)C(C(=O)Nc2cccc([N+](=O)[O-])c2)=Cc2ccccc21,0
SRPCPRSDICCCRQ-UHFFFAOYSA-M,O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-],0
BCJMNZRQJAVDLD-CQRYIUNCSA-N,C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,1
YFHYNLHGFKXAIQ-UHFFFAOYSA-N,CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,0
YDCMWLQSPFTWCS-UHFFFAOYSA-N,CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,0
STECJAGHUSJQJN-GAUPFVANSA-N,CN1[C@H]2CC(OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,0
UEDUENGHJMELGK-HYDKPPNVSA-N,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,0
UVGUPMLLGBCFEJ-SWTLDUCYSA-N,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]2OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,0
AMTPYFGPPVFBBI-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,1
MVWPTZQHBOWRTF-OEQXRFFVSA-N,C/C=C(\C)C(=O)O[C@@H]1CCN2CC=C(COC(=O)C(O)(C(C)C)C(C)O)[C@H]12,1
ZPTBLXKRQACLCR-XVFCMESISA-N,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,0
WDEFBBTXULIOBB-WBVHZDCISA-N,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,0
XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0
BYKYTXUAKJDVPV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC,0
LKKMLIBUAXYLOY-UHFFFAOYSA-N,Cc1nc(N)cc2[nH]c3ccccc3c12,1
IHZXTIBMKNSJCJ-UHFFFAOYSA-M,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)cc1,1
JFMYRCRXYIIGBB-UHFFFAOYSA-N,CC(=O)C(N=Nc1ccc(Cl)cc1Cl)C(=O)Nc1ccc(-c2ccc(NC(=O)C(N=Nc3ccc(Cl)cc3Cl)C(C)=O)c(C)c2)cc1C,0
NKXPXRNUMARIMZ-UHFFFAOYSA-N,COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,0
SPKBYQZELVEOLL-SHARSMKWSA-N,CN1C2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,0
DQQCTVLDAIELJH-UDEUAJILSA-J,Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N\Nc1ccc(-c3ccc(N/N=C4\C(=O)c5c(N)cc(S(=O)(=O)[O-])cc5C=C4S(=O)(=O)[O-])c(O)c3)cc1O)C(S(=O)(=O)[O-])=C2,1
QQONPFPTGQHPMA-UHFFFAOYSA-N,C=CC,0
JXLYSJRDGCGARV-XQKSVPLYSA-N,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0
LYAHJFZLDZDIOH-VURMDHGXSA-N,NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1,1
CBPKIOGAUWKEFT-UHFFFAOYSA-M,O=P([O-])(OCC(Br)CBr)OCC(Br)CBr,1
ZIJZEJQXPLFJIC-UHFFFAOYSA-N,OCCN(CCO)c1nc(-c2cccs2)nc2ccccc12,0
VRFLRRFFEHLDIV-UHFFFAOYSA-N,CC(O)CNC(=O)N(N=O)C(C)Cl,1
SUDMLGKFWIJSEI-UHFFFAOYSA-N,Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1,1
VFKZTMPDYBFSTM-GUCUJZIJSA-N,O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr,1
GOOMUPCAOADBSA-UHFFFAOYSA-N,CN(N=O)C(=O)c1ccccc1C(=O)N(C)N=O,0
XKKQXGQLSJXQOS-UHFFFAOYSA-N,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OS(C)(=O)=O,0
FUCMFBXWLUGVIZ-UHFFFAOYSA-N,O=NN1CCCN(N=O)CC1,1
HDEPBBATNLJTLO-UHFFFAOYSA-N,NC(=O)N(CCCO)N=O,1
CLJAWWBXVXWHFD-UHFFFAOYSA-N,COC(=O)C(C)(C)Oc1ccc(-c2ccc(Cl)cc2)cc1,1
IJOCQJGYYDLLAT-RMKNXTFCSA-N,CN(N=O)c1ccc(/C=C/c2ccnc3ccccc23)cc1,1
YVJMGYAIELXOQU-UHFFFAOYSA-N,CNC(=O)c1c(N(C)N=O)ncn1C,1
MGFYIUFZLHCRTH-UHFFFAOYSA-K,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-],1
ZDFULRQJRIJLRF-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-c2cnc3ccccn23)o1,1
KOURBVJNDMXAMA-UHFFFAOYSA-N,CC(=O)NCc1nc(-c2ccc([N+](=O)[O-])o2)no1,1
LYVDQJOFFUOJJT-UHFFFAOYSA-N,CC(C)Oc1ccccc1OC(=O)N(C)N=O,1
ZRVIKNOBHVPYAM-UHFFFAOYSA-N,O=NN(CCO)CC(O)CO,1
ZUXJWNFAYDAZJB-UHFFFAOYSA-N,O=NN(CCO)C(=O)NCCCl,1
CCTMZRHJDTTZRF-UHFFFAOYSA-N,CCCCCCCCCCCCCCN(C)N=O,1
PTFPKIPNOCKCFE-UHFFFAOYSA-N,CC(=O)CN(CCO)N=O,1
MOGASTIXMIUDMK-UHFFFAOYSA-N,CC1=CC(C)(C)N(N=O)c2ccccc21,1
BXYPVKMROLGXJI-UHFFFAOYSA-N,O=NN1CCCCC1c1cccnc1,1
NXEUEKXJAAVKCT-UHFFFAOYSA-N,COC(=O)C1=CCCN(N=O)C1,0
XLYVHYXTFHZCNY-UHFFFAOYSA-N,O=NN(CC(=O)O)CC(=O)O,0
YHOZMWRNWDWYKJ-UHFFFAOYSA-N,CN(CC(O)CO)N=O,1
UQVKZNNCIHJZLS-UHFFFAOYSA-N,Cn1c(N)nc2ncc(-c3ccccc3)cc21,1
PVVCHFOAZOVDRK-UHFFFAOYSA-N,CCCN(N=O)/C(N)=N/[N+](=O)[O-],1
CPTIBDHUFVHUJK-NZYDNVMFSA-N,CCNNC(=O)[C@@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2[C@H](O)[C@H]1CO)OCO3,0
SVCNNZDUGWLODJ-RAYFHMIRSA-N,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,1
JQXXHWHPUNPDRT-ZNQWNCHJSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0
HPDHKHMHQGCNPE-QESVCWQLSA-N,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN(C)CC[C@@H](OC1=O)C2=O,1
GMHPROGCQPQRLG-UHFFFAOYSA-N,O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F,1
unknown,C#C[C@@]1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CC[C@@]21C,1
unknown,C#C[C@@]1(O)CC[C@]2(C)[C@]1(C)CC[C@]1(C)c3ccc(OC)cc3CC[C@]12C,1
unknown,C=CC1=C(C)C2=CC3=NC(=C(CC(=O)[O-])C4=NC(=C(C)C4=C([O-])[O-])C=c4[n-]c(c(C)c4CC)=CC1=N2)[C@@H](CCC(=O)[O-])[C@@H]3C,0
unknown,CC[NH2+]C(=O)N(CCN(C)C)N=O,1
unknown,Cc1ccc(N/N=C2\C(=O)C(S(=O)(=O)[O-])=Cc3ccc(S(=O)(=O)[O-])cc32)c(C)c1,1
unknown,Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5c(c4N)C(=O)/C(=N/Nc4ccccc4)C(S(=O)(=O)[O-])=C5)cc3)cc2)c(N)c1,1
unknown,O=C([O-])c1cc(N=Nc2ccc(-c3ccc(N/N=c4\c(=O)cc/c(=N\Nc5cc(S(=O)(=O)[O-])ccc5[O-])c4=O)cc3)cc2)ccc1[O-],1
