InChIKey,SMILES,Cardiotoxicity-30_target
FTODRPKUIDSQRH-UHFFFAOYSA-N,COC(=O)c1ccc(Sc2ccc(NC(=O)c3ccc(C(=N)N(C)C)cc3)c(C(=O)Nc3ccc(Cl)cn3)c2)cc1,1
FYHCHSNOXWVJJT-UHFFFAOYSA-N,CCCCNCCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,1
ZHXVQRYIFPABPL-UHFFFAOYSA-N,c1ccc(-c2[nH]c3ccccc3c2C2CCN(c3ccccc3)CC2)cc1,1
RGZNEXHZUKHBNS-UHFFFAOYSA-N,O=C(c1ccc(Cl)cc1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1,1
LZLFOPCRHMBFCG-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccc(Cl)cc23)CC1,1
JMIYRUQSJMDHMG-UHFFFAOYSA-N,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Sc3ccccc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
FFDOXSIZJSGXOQ-ACBHZAAOSA-N,CC(C)(C)OC(=O)N1CC2CC(CN(C[C@H](O)COc3ccc(C#N)cc3)C2)C1,1
UYNVMODNBIQBMV-HRAATJIYSA-O,C[C@@H]([C@@H](O)c1ccc(O)cc1)[NH+]1CCC(Cc2ccccc2)CC1,1
GQDFRLDUWXFTSJ-UHFFFAOYSA-N,CC(C)(C)c1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(C(C)(C)C)c1,1
XRYLRSPQAGGXGI-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,1
LNFWQYLBJACNJM-UHFFFAOYSA-N,COc1cc(C(=O)NCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,1
WYNCUEJLIAVRPR-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1C(C)(C)C,1
GMCICJZIANWTML-UHFFFAOYSA-N,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2,1
RFIKMECJVGIKGU-UHFFFAOYSA-N,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)on6)cc5CC4)n3C)cccc2n1,1
WFWWRMLXRXPPQR-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(CN2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,1
GDJZHWZFVWEHTI-UHFFFAOYSA-N,COC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1,1
IKIDYUZRZURTHB-UHFFFAOYSA-N,COC(=O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,1
GSNUVPVGNUTESH-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1,1
IOOYDBYUMRWAKN-UHFFFAOYSA-N,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2)c1,1
SGTNSNPWRIOYBX-HHHXNRCGSA-N,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1
QFABWSMCBRDEAQ-UHFFFAOYSA-N,Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1,1
CZSUCMAQMLGPBX-JSOSNVBQSA-N,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N(C)[C@@H]2CCN(CCCc3ccc(Cl)cc3)C2)C1,1
CYZOBDVPCDGVGS-UHFFFAOYSA-N,O=C1c2ccc(OCc3ccccc3)cc2CCC1CCN1CCC(c2ccccc2)CC1,1
GKIRPKYJQBWNGO-OCEACIFDSA-O,CC[NH+](CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,1
KLQBJPKPQBLAOR-UHFFFAOYSA-N,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,1
FMNHTBXXYZCSCU-UHFFFAOYSA-N,Clc1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1Cl,1
PZUJQWHTIRWCID-HXUWFJFHSA-N,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,1
JTUWRKGNMXWOFN-UHFFFAOYSA-N,Cc1ccc(CCCOCc2cccc(COCCCc3ccc(C)cc3)[n+]2C)cc1,1
XFHBTCKIWAADLV-UHFFFAOYSA-N,O=C(CCc1ccccc1)NCCN(c1ccc(F)cc1)c1ccc(F)cc1,1
UIZPEXQHMIZQPQ-UHFFFAOYSA-N,COc1ccc(C2CCN(CCC3CCOc4ccccc43)CC2)cc1OC,1
SFVKVHVOODTRCH-HUUCEWRRSA-N,CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1cccc3oc(C4CC4)nc13)C2,1
BJKBLXBZYXGWIS-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2N2CCCCC2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
QZEXFNKCPOFGAE-QGZVFWFLSA-N,COc1ccccc1-c1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cccc2o1,1
PPPVADQGCXVIIG-UHFFFAOYSA-N,CSc1nn2c(N3CCNCC3)c3c(nc2c1S(=O)(=O)c1ccccc1)CCC3,1
MKWVUUFAZUWDSJ-UHFFFAOYSA-N,Fc1ccc(-n2cc(C3CCNCC3)c3ccc(Cl)cc32)cc1,1
PELVIWZRAPOYAC-UHFFFAOYSA-N,CN(CCN(C)S(=O)(=O)c1ccc(NS(C)(=O)=O)cc1)c1nc2ccccc2n1C,1
XCPGHVQEEXUHNC-UHFFFAOYSA-O,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2[nH+]c2ccccc12,1
YTSAZXIMKZVEEQ-UHFFFAOYSA-N,Cc1ccc(C#CCOCc2cccc(COCC#Cc3ccc(C)cc3)[n+]2C)cc1,1
NZLBHDRPUJLHCE-UHFFFAOYSA-O,CC[N+](CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,1
ZQADELCMZHYIPT-ZDUSSCGKSA-N,C[C@@H](c1ccc(F)cn1)c1c(CCN(C)C)sc2ccccc12,1
FBOUYBDGKBSUES-YADHBBJMSA-O,O=C(O[C@@H]1C[NH+]2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,1
GDSVOHILVQPEJQ-UHFFFAOYSA-N,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2)c1,1
KOHIRBRYDXPAMZ-MCEIDBOGSA-O,O[C@H](C[NH2+]C[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,1
VVIXUMWNLIZSDM-UHFFFAOYSA-N,CCN(CC)C(=O)c1cccc(C2=CC3(CCNCC3)Oc3ccccc32)c1,1
ZZRUNKWLFOCIGS-UHFFFAOYSA-O,CC[NH+](CC)CCCN(CC(=O)N(C1CCCCC1)C1CCCCC1)C(=O)c1ccc([N+](=O)[O-])cc1,1
GETROLYXSDDSDH-CYBMUJFWSA-N,C[C@@H](c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,1
BAINIUMDFURPJM-UHFFFAOYSA-P,O=c1[nH]c2ccccc2n1CCC[NH+]1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,1
KHWFDRKDQCSBEW-UHFFFAOYSA-N,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1,1
GUDZXWWOCDUMPH-UHFFFAOYSA-N,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Sc3ccc(C(=O)N(C)C)cc3)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
LWQXKZOHKORPRL-UHFFFAOYSA-N,FC(F)(F)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
VFCNPRIWDSWJIG-UHFFFAOYSA-N,Cc1ccc(CCCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
FSLMXULFVDTVHG-UHFFFAOYSA-N,COc1cc(CN2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc(OC)c1OC,1
OZOLNJQERDKPFN-IAGOWNOFSA-N,COc1ccccc1-c1nc2c(C(=O)NC3C[C@H]4CCC[C@H](C3)N4C)cccc2o1,1
KMMAIJQUGOQJIO-KRWDZBQOSA-N,CCN[C@H]1CCN(CC(=O)Nc2cc(-n3nc(C)cc3C)nc(-c3ccc(C)o3)n2)C1,1
WIHMMKGUBDZGEG-UHFFFAOYSA-N,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,1
FABHJNZNOHUOSL-UHFFFAOYSA-N,CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,1
USVHBIUVZZJUHI-UHFFFAOYSA-N,CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(C(C)C)cc4)CC3)n2)c1C,1
ZFUMGFQOKSXSLS-UHFFFAOYSA-N,CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,1
WKRONHOUGWHKTJ-UHFFFAOYSA-N,CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1,1
YDXKUUFNKUXOBE-UHFFFAOYSA-N,Cc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
BXSHMKJGVLLOJW-UHFFFAOYSA-N,O=C(O)Cc1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1,1
KAWDUHFGBOIYCO-CQSZACIVSA-N,C[C@H](c1cccnc1)c1c(CCN(C)C)sc2ccccc12,1
KNFCUBWPKYSSNK-UHFFFAOYSA-N,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(OC(F)(F)F)cc3)c2)CC1,1
DRGRCRRKRGIMMI-UHFFFAOYSA-N,CC(C)(O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
DEZFNHCVIZBHBI-UHFFFAOYSA-N,CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)C=Cc4ccccc4)c2O)OC(C)(C)C=C3)c1O,1
RKUNBYITZUJHSG-QXULXFAOSA-O,C[NH+]1[C@H]2CC[C@@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,1
GIAMAPLWLDNOGA-UHFFFAOYSA-N,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
YUEGLCQPVJBWJR-UHFFFAOYSA-N,COC(=O)c1ccc(Oc2ccc(NC(=O)c3ccc(C(=N)N(C)C)cc3)c(C(=O)Nc3ccc(Cl)cn3)c2)cc1,1
PPANZCQXFYBGHN-UHFFFAOYSA-N,CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1,1
IFFPICMESYHZPQ-HXUWFJFHSA-O,C[C@H](Cc1ccccc1)[NH2+]CCC(c1ccccc1)c1ccccc1,1
MSXJZHUTIDWQBZ-ROUUACIJSA-N,COc1cc2c(cc1OC)[C@H](C[C@H](O)c1ccc(Cl)cc1)N(C)CC2,1
NYXNMQNZQCOTLY-UHFFFAOYSA-N,CCOC(=O)C1CCN(c2cc(C(=N)N(C)C)ccc2C(=O)Nc2ccc(OC)cc2C(=O)Nc2ccc(Cl)cn2)CC1,1
FJQPCZJPOCTEEK-KRWDZBQOSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CC[C@H](N(C)C)C3)nc(-c3ccc(C)o3)n2)n1,1
WEZCXOSTNFUHCF-UHFFFAOYSA-N,CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)N2CCOCC2)cc1,1
IOSCQMWDOQVSFE-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(OCC2CC2)c(C(=O)N2CCN(c3ccc(C#N)cc3F)CC2)c1,1
JPCFVWGPQMKFOY-UHFFFAOYSA-N,c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1,1
DNPFEENAAKLCMC-UHFFFAOYSA-N,CN(C)CCCn1nc(C2=C(c3cn(-c4cccnc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,1
BVPWJMCABCPUQY-UHFFFAOYSA-O,COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](Cc2ccccc2)CC1,1
JWHAUXFOSRPERK-GOSISDBHSA-O,CCC[NH2+]C[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,1
ZQDWXGKKHFNSQK-OAQYLSRUSA-P,OCCOCC[NH+]1CC[NH+]([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1
TVRSQRQEYMGJLM-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1,1
OZOVJRMTVPPLSS-UHFFFAOYSA-N,Oc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
AACWUFIIMOHGSO-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)CCN(C)C)nc(-c3ccc(C)o3)n2)n1,1
DQYMRJZVWUVEHQ-UHFFFAOYSA-N,COc1c(C(C)(C)C)cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,1
PZYPBUIOQZWSRY-UHFFFAOYSA-N,COC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,1
VKMFDKYCIKEDMR-UHFFFAOYSA-N,Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1,1
MDILCRFEKWGLDH-UHFFFAOYSA-N,CC(C)COc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1,1
HGCZQSGYYYCBCL-UHFFFAOYSA-N,O=C(NCC1CCN(C(=O)CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
OUENCNZMGZDHGX-CQSZACIVSA-N,O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(C3CC3)nc12,1
AXIFLPLKZRNVDP-MRXNPFEDSA-N,CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,1
HPZHFMYOLGNOLV-UHFFFAOYSA-N,COc1cc(C(=O)N2CCC(CNC(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(OC)c1OC,1
HGCZQSGYYYCBCL-HXUWFJFHSA-N,O=C(NC[C@H]1CCN(C(=O)CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
CSPRWLXCNMAWKC-UHFFFAOYSA-N,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1,1
CGFZALLTDMGGLZ-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(C2=CC3(CCN(C)CC3)Oc3ccccc32)cc1,1
HMOAZJHSXXENHE-QGZVFWFLSA-N,CN1CC[C@@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,1
QYUZDDGWOYPEHN-UHFFFAOYSA-N,COC(=O)CCc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
HGCZQSGYYYCBCL-FQEVSTJZSA-N,O=C(NC[C@@H]1CCN(C(=O)CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1
RWHIDQWJRLHVCH-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cn3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(F)cc1,1
YFBRXKLPGVWRRC-UHFFFAOYSA-N,NCc1ccc(F)c(C2CCN(C(=O)c3cccc(-c4nc(-c5cccs5)no4)c3)CC2)c1,1
FELGMEQIXOGIFQ-CYBMUJFWSA-N,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,1
PCKDRCJVDUGDSR-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(=O)NCC2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc1,1
UIMUDQPFCACMJA-UHFFFAOYSA-N,c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1,1
QVYRGXJJSLMXQH-GOSISDBHSA-O,Cc1ccccc1[C@H](OCC[NH+](C)C)c1ccccc1,1
KOVNFJBXMBASSU-UHFFFAOYSA-N,O=C1NC(=O)C(c2nn(CCCN3CCOCC3)c3ccccc23)=C1c1cn(-c2ccc3ccccc3c2)c2ccccc12,1
IAADTHQACMECFU-UHFFFAOYSA-N,CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1O,1
MVMQESMQSYOVGV-HNNXBMFYSA-N,C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,1
ZDIGNSYAACHWNL-OAHLLOKOSA-O,C[NH+](C)CC[C@H](c1ccc(Br)cc1)c1ccccn1,1
HTTLIQFTUASLKJ-SANMLTNESA-N,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)[C@@H](C)C2)cc1C(C)(C)C,1
KJQCJXUDPPZASI-OAHLLOKOSA-N,Cc1cccnc1[C@H](C)c1c(CCN(C)C)sc2ccccc12,1
MCVGJQYUOLRXOM-UHFFFAOYSA-N,Cc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,1
QIPISTDFCOPXCR-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,1
MACYARIICVUAPF-UHFFFAOYSA-N,Cc1ccc(OCCCc2cccc(CCCOc3ccc(C)cc3)[n+]2C)cc1,1
JITBHWXQCWARKL-UHFFFAOYSA-N,CCOC(=O)COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,1
DWXUZONDTARNBN-UHFFFAOYSA-N,CCCOC(c1ccc2ccccc2c1)C1CNC1,1
ROGUAPYLUCHQGK-UHFFFAOYSA-N,CC(C)(C)c1ccc(NC(=O)N2CCN(c3ncccc3Cl)CC2)cc1,1
IZESNAMYASFBLR-UHFFFAOYSA-N,Cc1cc(C(=O)Nc2ccc(-c3ccccc3CN3CCCCC3)cc2F)n(-c2cc3ccccc3cc2F)n1,1
QHRSOSACJBYXIL-UHFFFAOYSA-N,CCCCC(NC(=O)CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccc(OC)nc1,1
UAGMQELKQICEOO-UHFFFAOYSA-N,CCCOc1sc(C(=O)N2CCC(c3cccc(CN)c3)CC2)c(C)c1Br,1
QMGUOJYZJKLOLH-UHFFFAOYSA-N,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,1
HXTGXYRHXAGCFP-UHFFFAOYSA-N,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,1
VKIXPTPAIVWSBW-UHFFFAOYSA-N,O=C(NCCO)C1CCC(c2nc(-c3cccc(C(F)(F)F)c3)c[nH]2)CC1,1
HMBWNNQNRWCNOB-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1)NCC(O)C(F)(F)F,1
IASPSPWFDMHKDS-UHFFFAOYSA-N,COCC(O)CN(Cc1ccc(F)cc1)C(=O)CC1CCN(Cc2ccc(-c3ccc(Cl)cc3)o2)CC1,1
RTNOWHVTNCEMDM-RXVVDRJESA-N,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,1
OLMXTAAQPGWESS-UHFFFAOYSA-N,Cc1cc(C#N)ccc1-c1ccnc(NCc2cc(-c3ccccn3)[nH]n2)c1,1
BCFGMOOMADDAQU-UHFFFAOYSA-O,CS(=O)(=O)CC[NH2+]Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1
RTHCYVBBDHJXIQ-MRXNPFEDSA-O,C[NH2+]CC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1
LPIMMTVSTRQEMO-UHFFFAOYSA-N,CC(Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2)CC1)C(F)(F)F,1
IGEDPAQDLDJKOH-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)COc3cccc(CN(C)C)c3)nc(-c3ccc(C)o3)n2)n1,1
VTNWSYVFHWRNDS-UHFFFAOYSA-N,O=C(NCc1cccc(F)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
HSTMYWDURDPUMY-ZWKOTPCHSA-N,N#Cc1c(Cl)cccc1OC[C@H](O)CN1CCC[C@H]1Cc1ccccc1,1
PSCSTQNZPOWDJA-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCn2cccc2C1c1ccccc1,1
IOYMPNIPADFRMW-UHFFFAOYSA-N,O=C1NCC(c2ccc(F)cc2)C12CCN(C1(c3ccc(F)cc3)CCCCC1)CC2,1
NANQRVOKMXDMNL-AWEZNQCLSA-N,C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,1
FGUQSNSLDRGYKE-UHFFFAOYSA-N,CN(C)CCCn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1
WNNYSMQZUJIVFQ-UHFFFAOYSA-N,CN(CC(=O)O)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)cc1,1
MREBEPTUUMTTIA-XYGWBWBKSA-N,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,1
GDZWYFZOGVMUEB-UHFFFAOYSA-N,O=C(c1ccncn1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1,1
MNJOPFKFRONBCT-UHFFFAOYSA-N,CCC(CC)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,1
FHUODQKGUFFZJE-CYBMUJFWSA-N,C[C@H](c1cccnc1Cl)c1c(CCN(C)C)sc2ccccc12,1
SWDWBOARDFBZAD-GOSISDBHSA-N,COc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,1
DMAQQUULTGXWQK-ARPOTICCSA-N,O[C@@H]1c2ccc(OCc3ccccc3-c3ccccc3)cc2CC[C@H]1CCN1CCC(c2ccccc2)CC1,1
HNKPRPIHOBAVIG-UHFFFAOYSA-N,O=C(NCc1ccc(Cl)cc1O)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
GAHRODNBDYESRP-UHFFFAOYSA-N,O=C(NCc1ccc(O)cc1Cl)C1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,1
YUIKKWHANRFPSX-UHFFFAOYSA-N,Fc1cc(C(Oc2ccccc2)C2CNC2)ccc1Cl,1
GVUIUNCTDBIPIN-UHFFFAOYSA-N,CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCC(C(=O)O)C2)c1,1
JVBGFQFFBPVDIF-QGZVFWFLSA-N,CNC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1,1
TTXIFFYPVGWLSE-UHFFFAOYSA-P,Fc1ccc(C(c2ccc(F)cc2)[NH+]2CC[NH2+]CC2)cc1,1
OWIABVFDMTYMSY-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccc(OCC(F)(F)F)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,1
WKPNRUNTHWRFNV-UHFFFAOYSA-N,COCCN(C)CCn1c(C#N)c(-c2cccc(F)c2)c2cc(OC)ccc2c1=O,1
IRGVKZAWAFXJJG-UHFFFAOYSA-N,Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)CC3)nc(-c3ccc(C)o3)n2)n1,1
MMYOYIKJFUXCPY-SANMLTNESA-N,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3cccc(C(F)(F)F)c3)CC1=O)C2,1
AVXNZTZDFIBZSK-UHFFFAOYSA-N,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccncc1)c1ccc(Cl)cc1,1
MINVVCXPGANHIA-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1Cc1cccnc1,1
SMFCCQJEADYLPJ-UHFFFAOYSA-N,COc1ccc(C(NC(=O)CC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)c2ccc(F)cc2)cn1,1
RTNOWHVTNCEMDM-GHTZIAJQSA-N,Cc1cc(N2CC[C@@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,1
YFOFHBXYSYGMRK-UHFFFAOYSA-N,CN(C)CCn1ncc2cc(-n3ccc(OCc4ccccc4)cc3=O)ccc21,1
JWTBNTCDSNQIDW-NDEPHWFRSA-N,CN(CC(=O)N(C)C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,1
VKAMBSPXFFZIQB-UHFFFAOYSA-N,CNC1CCN(c2ccc(-n3ncc4cc(-c5ccc(C(F)(F)F)cc5)sc4c3=O)cn2)C1,1
YZVQCOSNDJIKGZ-DEOSSOPVSA-N,CO[C@H]1CCN(CCn2ncc3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc32)C1,1
WAFZISBSKUIZLT-UHFFFAOYSA-N,NC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,1
CHRSFJCSCLETLV-UHFFFAOYSA-N,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC1c1ccc(F)cc1,1
JWSGQVIHPUUGDX-UHFFFAOYSA-N,CCN1CCC2(C=C(c3ccc(C(=O)N(CC)CC)cc3)c3ccccc3O2)CC1,1
ZAMLSFUEYHPQPA-UHFFFAOYSA-N,CC(=O)N1CCC(C(=O)N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccc(C)c(Cl)c2)CC1,1
